achieved_fpr,best_c,layer,model_name,positive_predictions,roc_auc,split,threshold,tpr_at_threshold
0.0,,,tfidf_lr,46,0.9791916766706682,val,0.6045881096268684,0.9019607843137255
0.017094017094017096,,,tfidf_lr,112,0.9767215620874158,test,0.6045881096268684,0.8943089430894309
0.0,0.1,31,dense_probe,44,0.9509803921568628,val,0.9346760218130081,0.8627450980392157
0.0,0.1,31,dense_probe,108,0.9803001876172609,test,0.9346760218130081,0.8780487804878049
0.0,0.1,20,sae_probe,30,0.9151660664265706,val,0.9929101732352975,0.5882352941176471
0.0,0.1,20,sae_probe,82,0.9724828017510945,test,0.9929101732352975,0.6666666666666666
