achieved_fpr,best_c,layer,metrics_path,model_name,n_examples,n_negative,n_positive,positive_prediction_rate,positive_predictions,roc_auc,split,threshold,tpr_at_threshold
0.0,,,,tfidf_lr,,,,,46,0.9791916766706682,val,0.6045881096268684,0.9019607843137255
0.017094017094017096,,,,tfidf_lr,,,,,112,0.9767215620874158,test,0.6045881096268684,0.8943089430894309
0.0,0.1,31,,dense_probe,,,,,44,0.9509803921568628,val,0.9346760218130081,0.8627450980392157
0.0,0.1,31,,dense_probe,,,,,108,0.9803001876172609,test,0.9346760218130081,0.8780487804878049
0.0,0.1,20,,sae_probe,,,,,30,0.9151660664265706,val,0.9929101732352975,0.5882352941176471
0.0,0.1,20,,sae_probe,,,,,82,0.9724828017510945,test,0.9929101732352975,0.6666666666666666
0.027777777777777776,,31,results/refusal/cipher_transfer_large_train/reverse/activation_transfer_metrics.json,dense_probe,240,144,96,0.275,66,0.9660011574074074,reverse,0.9346760218130081,0.6458333333333334
0.0,,20,results/refusal/cipher_transfer_large_train/reverse/sae_transfer_metrics.json,sae_probe,240,144,96,0.09166666666666666,22,0.8494646990740741,reverse,0.9929101732352975,0.22916666666666666
0.1597222222222222,,,results/refusal/cipher_transfer_large_train/reverse/text_transfer_metrics.json,tfidf_lr,240,144,96,0.4625,111,0.9428530092592593,reverse,0.6045881096268684,0.9166666666666666
